Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Return,Cumulative_Return,MA20,MA50,MA200,Volatility_20,Running_Max,Drawdown
2020-01-01,7.960000038146973,7.960000038146973,7.960000038146973,7.960000038146973,7.960000038146973,0,PGE.WA,,,,,,,,
2020-01-02,8.0,8.279999732971191,7.998000144958496,8.265999794006348,8.265999794006348,1231536,PGE.WA,0.038442180200115805,1.0384421802001158,,,,,1.0384421802001158,0.0
2020-01-03,8.239999771118164,8.239999771118164,8.0600004196167,8.149999618530273,8.149999618530273,1793506,PGE.WA,-0.014033411367876614,1.023869293903613,,,,,1.0384421802001158,-0.014033411367876614
2020-01-06,8.149999618530273,8.149999618530273,8.149999618530273,8.149999618530273,8.149999618530273,0,PGE.WA,0.0,1.023869293903613,,,,,1.0384421802001158,-0.014033411367876614
2020-01-07,8.196000099182129,8.220000267028809,7.929999828338623,7.929999828338623,7.929999828338623,1151834,PGE.WA,-0.026993840550795456,0.9962311294391233,,,,,1.0384421802001158,-0.04064843624982384
2020-01-08,7.940000057220459,7.992000102996826,7.811999797821045,7.829999923706055,7.829999923706055,1170215,PGE.WA,-0.012610328726011977,0.9836683274098098,,,,,1.0384421802001158,-0.05274617483252719
2020-01-09,7.986000061035156,7.998000144958496,7.8480000495910645,7.849999904632568,7.849999904632568,1420148,PGE.WA,0.002554276005285905,0.9861808878156724,,,,,1.0384421802001158,-0.05032662711598668
2020-01-10,7.849999904632568,7.909999847412109,7.670000076293945,7.806000232696533,7.806000232696533,2136138,PGE.WA,-0.005605053817907657,0.9806532908652735,,,,,1.0384421802001158,-0.05564959748043552
2020-01-13,7.861999988555908,7.889999866485596,7.665999889373779,7.703999996185303,7.703999996185303,1825354,PGE.WA,-0.013066901546324283,0.9678391908624581,,,,,1.0384421802001158,-0.0679893312153903
2020-01-14,7.75,7.9679999351501465,7.639999866485596,7.861999988555908,7.861999988555908,2182365,PGE.WA,0.020508825603432035,0.987688436040023,,,,,1.0384421802001158,-0.04887488694874875
2020-01-15,7.900000095367432,7.929999828338623,7.802000045776367,7.835999965667725,7.835999965667725,1109089,PGE.WA,-0.0033070494690956576,0.984422101521985,,,,,1.0384421802001158,-0.0520203047489084
2020-01-16,7.866000175476074,7.866000175476074,7.711999893188477,7.7220001220703125,7.7220001220703125,1765454,PGE.WA,-0.01454821900164438,0.9701005131989842,,,,,1.0384421802001158,-0.06581172096453336
2020-01-17,7.739999771118164,7.892000198364258,7.716000080108643,7.72599983215332,7.72599983215332,1223155,PGE.WA,0.0005179629655245321,0.9706029893376575,,,,,1.0384421802001158,-0.06532784603316588
