Spółka,Symbol,Stopa zwrotu kup i trzymaj,Stopa zwrotu strategii MA20/MA50,Różnica
CD Projekt,CDR.WA,-0.23685150965381796,-0.5288802784566685,-0.29202876880285056
PKO BP,PKO.WA,1.985490423294133,0.8818568677917276,-1.1036335555024055
KGHM,KGH.WA,2.3673362621650695,3.619363801403953,1.2520275392388833
Orlen,PKN.WA,0.4278723065868033,0.077292605846214,-0.3505797007405893
PGE,PGE.WA,0.20100507208567353,1.2451010881960216,1.044096016110348
